Date,SPY,IWM,EFA,EEM,VNQ,TLT,IEF,LQD,GLD,DBC,SHY
2019-02-07,241.06320190429688,136.02435302734375,49.56596374511719,35.88928985595703,63.46583557128906,97.52472686767578,86.76187133789062,88.2375717163086,123.73999786376953,13.248799324035645,70.22879028320312
2019-02-08,241.3575897216797,136.16970825195312,49.406639099121094,35.68614196777344,63.46583557128906,97.94099426269531,86.87808990478516,88.4580307006836,124.20999908447266,13.265928268432617,70.25401306152344
2019-02-11,241.49147033691406,137.30560302734375,49.35883331298828,35.567630767822266,63.639381408691406,97.55675506591797,86.74522399902344,88.26034545898438,123.5999984741211,13.188851356506348,70.22879028320312
2019-02-12,244.596923828125,139.02304077148438,49.93240737915039,35.863895416259766,63.23950958251953,97.30860900878906,86.62898254394531,88.38202667236328,123.86000061035156,13.265928268432617,70.22042083740234
2019-02-13,245.39122009277344,139.41380310058594,49.94036865234375,35.60995864868164,63.563934326171875,96.94038391113281,86.41304779052734,88.1539535522461,123.37000274658203,13.343005180358887,70.17010498046875
2019-02-14,244.8467254638672,139.73191833496094,49.956302642822266,35.677677154541016,63.76765060424805,97.4926986694336,86.81999206542969,88.25273895263672,124.05999755859375,13.377262115478516,70.26241302490234
2019-02-15,247.514892578125,141.9582061767578,50.68123245239258,35.62689208984375,64.19766998291016,97.64484405517578,86.73690795898438,88.35921478271484,124.80000305175781,13.62562370300293,70.22879028320312
2019-02-19,247.9432830810547,142.34893798828125,50.87241744995117,35.906211853027344,64.18257904052734,97.89298248291016,86.88643646240234,88.41239929199219,126.69999694824219,13.659880638122559,70.27922058105469
2019-02-20,248.44297790527344,143.02137756347656,51.015811920166016,36.10935974121094,63.782737731933594,97.61280059814453,86.86980438232422,88.33637237548828,126.4800033569336,13.702701568603516,70.27082061767578
2019-02-21,247.55958557128906,142.4761505126953,50.91225051879883,36.033180236816406,63.843074798583984,96.74024963378906,86.61236572265625,88.08547973632812,125.05000305175781,13.745521545410156,70.24562072753906
2019-02-22,249.09442138671875,143.7120361328125,51.07954788208008,36.431007385253906,64.2203140258789,97.31658935546875,86.86980438232422,88.4808349609375,125.5,13.779778480529785,70.29601287841797
2019-02-25,249.43348693847656,143.7483367919922,51.23090744018555,36.837303161621094,63.714805603027344,97.02843475341797,86.73690795898438,88.45040130615234,125.37000274658203,13.574239730834961,70.28765106201172
2019-02-26,249.25515747070312,142.7578582763672,51.47785949707031,36.71034240722656,63.51866912841797,97.50873565673828,86.99435424804688,88.58727264404297,125.58000183105469,13.634187698364258,70.3211441040039
